Bacteroides caccae,Bacteroides stercoris,Bacteroides eggerthii,Bacteroides uniformis,Bacteroides thetaiotaomicron,Bacteroides xylanisolvens,Bacteroides nordii,Bacteroides ovatus,Bacteroides fragilis,Bacteroides sp. DH3716P,Bacteroides sp. M10,Bacteroides sp. D2,Bacteroides sp. CACC 737,Bacteroides sp. A1C1,Bacteroides sp. HF-162,Bacteroides sp. ZJ-18,Bacteroides sp. PHL 2737,Bacteroides sp. BFG-637,Bacteroides helcogenes,uncultured Bacteroides sp.,Bacteroides salyersiae,Bacteroides intestinalis,Bacteroides cellulosilyticus,Bacteroides faecis,Bacteroides heparinolyticus,Bacteroides faecium,Bacteroides zoogleoformans,Bacteroides luhongzhouii,Bacteroides caecimuris,Bacteroides zhangwenhongii,Bacteroides humanifaecis,Bacteroides graminisolvens,Bacteroides finegoldii,Bacteroides coprosuis,Phocaeicola vulgatus,Phocaeicola dorei,Phocaeicola coprophilus,Phocaeicola salanitronis,Phocaeicola sartorii,Parabacteroides distasonis,Parabacteroides johnsonii,Parabacteroides goldsteinii,Parabacteroides chongii,Parabacteroides merdae,Parabacteroides faecis,Parabacteroides sp. CT06,Tannerella forsythia,Tannerella serpentiformis,Segatella copri,Segatella hominis,Segatella oris,Segatella bryantii,Segatella baroniae,Prevotella sp. Rep29,Prevotella sp. E13-17,Prevotella sp. E9-3,Prevotella sp. E15-22,Prevotella sp. oral taxon 475,Prevotella sp. E2-28,Prevotella sp. oral taxon 299,Prevotella melaninogenica,Prevotella dentalis,Prevotella communis,Prevotella intermedia,Prevotella denticola,Prevotella jejuni,Prevotella fusca,Prevotella multiformis,Prevotella bivia,Prevotella nigrescens,Prevotella herbatica,Prevotella corporis,Prevotella histicola,Prevotella veroralis,Prevotella scopos,Paraprevotella clara,Paraprevotella xylaniphila,Hoylesella buccalis,Hoylesella enoeca,Xylanibacter ruminicola,Pseudoprevotella muciniphila,Alistipes shahii,Alistipes megaguti,Alistipes onderdonkii,Alistipes senegalensis,Alistipes finegoldii,Alistipes communis,Alistipes indistinctus,uncultured Alistipes sp.,Alistipes dispar,Alistipes ihumii,Alistipes sp. dk3624,uncultured Acetobacteroides sp.,Odoribacter splanchnicus,Butyricimonas paravirosa,Butyricimonas faecalis,Butyricimonas faecihominis,Butyricimonas virosa,Muribaculum gordoncarteri,Muribaculum intestinale,Duncaniella dubosii,Sodaliphilus pleomorphus
0.08421326598944286,0.08432168290412319,0.06647427509441164,0.08028768445410886,0.04255825613615796,0.07362055721506017,0.013206685048520845,0.032655721916428,0.01452444647521904,0.04643082624633281,0.0013642746771604208,0.0012811664428786505,0.002409454775782192,0.0021488437695158995,0.0010120052067479782,0.0004514521368392468,0.01471631363337572,0.0008204800577858735,0.005481039352261946,0.004742299491979542,0.004613704034819272,0.003857521705613534,0.004404736416933833,0.003025413335212104,0.002798661239208755,0.0024450237320180115,0.002100620473080798,0.001567770147932657,0.001494580180293567,0.0011864298959813236,0.004827801790623339,0.0006990667937116821,0.0007065909959923362,0.00025513885915308946,0.22773742449292006,0.04858924627329681,0.002165602220050084,0.0016122313432274313,6.498174696928552e-05,0.03138242168502458,0.0057693531032888285,0.002670749800437635,0.0015205728790812813,0.0015903427547746193,0.0005971480537282764,0.0007575503659840391,0.0002363283534514542,7.900412394686818e-05,0.008774587896020997,0.0016088112512816794,0.0004668425505951302,0.0004562402655632994,0.00022333200405759708,0.0006782042328425957,0.0005376384538721938,0.00046444848623310387,0.00045521423797957383,0.00040220281282041985,0.00036321376463884853,0.0002226479856684467,0.0010342358043953653,0.0007876471751066556,0.0006922266098201784,0.0008245841681207757,0.0006067243111763816,0.00048360100112931437,0.00039707267490179205,0.00044461195294774304,0.0003040461739773412,0.00036971193933577713,0.00022846214197622488,0.0002664251625740706,0.00018742103862720246,0.00017750277198452203,0.00020965163627458962,0.006208492909123369,0.0003881804358428372,0.0007356617775312271,0.00033995713940773584,0.0006190366421810884,0.00019836533285360843,0.009668941939835111,0.0015961569110823975,0.0013711148610519245,0.0011686454178634138,0.0012992929301911353,0.0010455221078163465,0.0005947539893662501,0.00047881287240526176,0.0004637644678439535,0.00024282652814838274,0.00016758450534184161,5.6773526299481033e-05,0.01746846162212225,0.0007305316396125993,0.0005571329779629796,9.029042736784935e-05,5.9167590661507346e-05,0.000812271837116069,0.0001333835858843229,0.00012620139279824398,0.00023461830747857827
0.07438539534296976,0.33265149631427476,0.013369843933344698,0.0663800657545272,0.010929201025674708,0.011173682342141437,0.00015325694465078527,0.023095925815298277,0.055660420142966835,0.0026569749894049407,0.0006609857340720943,0.0006489962452048561,0.002142469532363019,0.00488180709746464,0.0022967690412631294,3.909615934969013e-05,0.0,0.0,0.00021685336385961456,0.0002356195203474658,0.009836593692382035,0.00036594005151309954,0.0005749741835027761,0.002562622924841022,0.00010894796405446981,0.0007589867735086509,0.00021841721023360217,0.00042223852097665333,0.0004514303199577553,0.00024813029133936664,0.002611102162434638,4.0138723599015194e-05,0.001565931502486255,8.34051399460056e-06,0.22420187797098232,0.010999052830379488,0.0006594218876981067,0.0005536016163916122,5.629846946355378e-05,0.035799571193324255,0.0006015595718605654,9.487334668858136e-05,0.00022519387785421513,0.026340907041322557,7.14156510787673e-05,0.013910934778744409,1.1989488867238305e-05,6.672411195680448e-05,0.005005872243134323,0.0009106798717854486,0.00019912977162108835,0.0003007797859302827,0.00011416078530109517,0.0003565569732691739,0.0001892254112525002,0.00016733156201667373,0.0001892254112525002,0.00021111926048832666,0.00011155437467778249,8.49689863199932e-05,0.0003638549230144494,0.0006088575216058409,0.00024239618796807877,0.0005629846946355378,0.0004613346803263435,0.0001178097601737329,0.00012979924904097122,0.00039252543987088886,0.0003143331211715086,0.00015534207314943542,7.29794974527549e-05,0.0003143331211715086,7.714975445005518e-05,0.0003466526129005858,9.070308969128108e-05,0.024845869907790405,0.0055886656585070376,0.0004592495518276933,0.00019078925762648782,0.0001772359223852619,0.000104256424932507,0.005836274667721741,0.0002773220903204686,0.0010128511682193054,0.0006766241978119704,0.002254545189165464,0.0008882647404249596,0.00012406514566968332,0.00026689644782721794,0.00044882390933444265,0.00016941669051532388,9.122437181594363e-05,2.189384923582647e-05,0.008258672701028542,3.2840773853739705e-05,0.0004483026272097801,0.00013396950603827148,0.00016733156201667373,0.00010165001430919432,7.662847232539264e-05,0.00015377822677544782,0.0001548207910247729
0.04579939442563356,0.07729458745246287,0.003585399130620034,0.14719513908719636,0.013737042023053527,0.014028837306281928,0.00016374531427768485,0.03695431449072374,0.0754746914335704,0.0039259213931836625,0.001468041900669486,0.001702044720035174,0.002433516002846562,0.00570048998943871,0.004197885929008191,0.00011445174215948908,0.001385319354356192,0.0,0.00027593068530530287,0.00027989683478607725,0.016171124618683058,0.00017621035550297574,0.00062438524683048,0.0016374531427768486,0.00019830747403871868,0.0006697126694679014,0.00035638686048672586,0.0007161732776712583,0.0006759451900805469,0.00023796896884646242,0.0034471504915758984,3.0596010280259455e-05,0.0005354301799045404,1.473141235716196e-05,0.38774040531781323,0.022391746782886177,0.0004532742263742141,0.0006923763807866121,4.192786593961481e-05,0.025862694171346724,0.00028272979870091607,0.00012351722668697335,0.0003558202677037581,0.011027028742118694,6.572476282426104e-05,0.007322645127075429,2.0397340186839637e-05,0.00010935240711277916,0.008275087595244247,0.0014669087151035504,0.00032295788629162756,0.0004521410408082786,9.688736588748827e-05,0.0005433624788660892,0.00029349506157730365,0.00026006608738220535,0.0002662986079948508,0.00031162603063227223,0.00018640902559639556,0.00014278138130787744,0.0005020012057094422,0.0010057021897677877,0.00039718154086040516,0.0007790650765806805,0.000775665519882874,0.0001875422111623311,0.00021870481422555833,0.0006748120045146113,0.0005314640304237661,0.0002538335667695599,0.00013201611843148987,0.0004855700150033769,0.00011671811329136014,0.0005184323964155074,0.0001524134586183295,0.03483015814737758,0.00783031226061455,0.0006810445251272568,0.00028669594818169045,0.0003223912935086598,0.0001716776132392336,0.0044528526813436865,0.00024646786059097896,0.000875385849685201,0.0005422292933001537,0.0032613080587624707,0.0007348708395091947,0.00012351722668697335,0.00027593068530530287,0.000368285308929049,0.0001631787214947171,7.252387621987426e-05,2.436348966761401e-05,0.005699923396655743,3.2295788629162755e-05,0.0004187120666131803,0.0002651654224289153,0.0005342969943386049,0.00019150836064310548,0.00013088293286555433,0.00018527584003046003,0.00023173644823381697
0.13436773512465133,0.12826783653782597,0.005534855349308899,0.08349835793751664,0.0381185117758259,0.010825337052445908,0.0001431493228734866,0.02499372069263121,0.11245606845483715,0.0030990506442663784,0.0009435013417888377,0.0009363249905102197,0.0015674662003297344,0.003793645907496832,0.0025914182169788696,6.94972965929328e-05,0.0009011986395148786,0.0,0.00020056013310243109,0.00019791621421030864,0.01669370388486111,0.00022964324091577796,0.00042340472543846565,0.0021970965993537506,0.00013974999858361488,0.0012909878247535018,0.00020924729517654767,0.0005132979677706287,0.0005540898592490892,0.0002594817541268741,0.0022363776800367126,2.4928378125725896e-05,0.0007406749924931588,9.44256747186587e-06,0.28438747009066756,0.020778558573190286,0.0003958324284206173,0.00045626486024055886,2.2284459233603455e-05,0.02985815375143763,0.0004985675625145179,8.384999915016892e-05,0.0002798776998661044,0.012419242441696867,0.00012086486363988313,0.016061807269643846,1.019797286961514e-05,6.420945880868792e-05,0.0042718175242721194,0.000778822965079497,0.00018091959276095009,0.0002462621596662619,8.611621534341674e-05,0.0002983851321109615,0.00014730405256110758,0.00012653040412300266,0.0001476817552599822,0.00018243040355644862,0.000110666890770268,7.327432358167916e-05,0.0002942304024233405,0.0005635324267209552,0.0002009378358013057,0.0004657074277124247,0.00043058107671708367,0.00010273513409390067,0.00012086486363988313,0.00037052634759601673,0.00023946351108651846,0.00016203445781721833,6.118783721769084e-05,0.0002572155379336263,6.609797230306109e-05,0.00023455337600114821,6.798648579743427e-05,0.006336340476320874,0.0015550020112668715,0.00036070607742527623,0.0001680777009992125,0.00016732229560146322,9.44256747186587e-05,0.010455943812946516,0.00037808040157350946,0.0017680263334321656,0.0011523709342665107,0.006873433714120605,0.001276257419497391,0.00017978648466432617,0.000438512833393451,0.0005786405346759405,0.00022851013281915405,0.000110666890770268,1.661891875048393e-05,0.012599784331758943,2.983851321109615e-05,0.00033917702358942205,0.0002341756733022736,0.00041924999575084464,0.00010160202599727677,7.742905326930014e-05,0.00016656689020371396,0.00014012770128248953
0.0480533932900691,0.40036734856098155,0.015759934592651893,0.06853624562578897,0.009528635586820874,0.009683826632676043,0.00015471790242268363,0.040091335608206956,0.04188502236075862,0.0037709531569076102,0.0013820519662894766,0.0016995312094870937,0.002119209434101529,0.005317185894269476,0.0020605396484733554,4.021719176124804e-05,0.0009552765901877623,0.0,0.0002171728355107394,0.0002711111868140603,0.012556280411294123,0.0004461742568336106,0.000610828171338485,0.0027693085103362913,0.00011497385409392086,0.0006657128095067763,0.0002351522859451797,0.0006273881914754694,0.0005275549272210772,0.0002540780232445905,0.0025403070890134202,3.737833116633641e-05,0.001855668542207233,8.98972521722015e-06,0.1971796866276418,0.013353053951599319,0.0007328991769196848,0.0004802405839725501,6.576693711545268e-05,0.018368374335943193,0.00032930782900974864,0.00010409155514675963,0.00023893743340506189,0.015315652909548224,6.056235935811469e-05,0.009128356242938335,8.516581784734879e-06,7.570294919764337e-05,0.0056455474364142545,0.0010726161614441094,0.00020487110626612236,0.0003364049804970277,6.245493308805578e-05,0.00040595706507236257,0.00020345167596866654,0.00019588138104890222,0.00020345167596866654,0.00022805513445790064,0.00013153387423090536,8.753153500977514e-05,0.0003695250207709967,0.0007627072131662569,0.0002644871787592665,0.0005412760867631501,0.0005531046725752818,0.00013342644796084644,0.00016560020136984486,0.0004736165759177563,0.00032079124722501375,0.00014241617317806659,7.570294919764337e-05,0.00038939704493537805,9.936012082190692e-05,0.0003255226815498665,9.037039560468678e-05,0.02907608335651736,0.006626373771956221,0.0004461742568336106,0.00019351566388647586,0.00022474313043050376,0.00010834984603912706,0.004974156905717654,0.0002644871787592665,0.0008644330511505902,0.0005677721189823252,0.0018977783076984222,0.0007972466837376818,0.00011402756722895032,0.0002777351948688541,0.0004811868708375207,0.00015424475899019835,8.043438352249608e-05,2.271088475929301e-05,0.0074292981768837255,5.0626347275924e-05,0.0005015320384343874,0.00014478189034049295,0.0001338995913933317,0.0001031452682817891,9.557497336202475e-05,0.00013484587825830224,0.0001651270579373596
0.0020425724160836787,0.0005226075628780171,0.0002689610351075509,0.0035634944259979075,0.009845792482682643,0.007120288755035841,0.000409663071267017,0.09397986716579199,0.012325785514581803,0.0008963772575737417,0.0022167749370430173,0.0016668884079708182,0.00017037389412506783,0.0005226075628780171,0.00010576581629674155,0.00017276678589648732,0.0,0.0,0.00023115334511912295,0.000508728790603784,0.001578351412428297,0.004843212945353052,0.40144205229712826,0.17816706404622684,0.00010002287604533477,0.00031729744889022466,4.3550630239834755e-05,0.0005494079507179154,0.0005848227489349239,0.0006365092111975849,0.0006188018120890806,7.274390985115255e-05,0.0018377408804501698,6.700096959974578e-06,0.13164733369641476,0.07522198856963459,0.00019861001702781785,0.0003259118592673348,0.0,0.00309975200069681,0.0005431864321122247,0.02983505318441251,0.0003972200340556357,0.00019669570361068226,0.0008643125078367206,0.0005101645256666357,1.3400193919949155e-05,1.818597746278814e-05,9.23656223767924e-05,1.6750242399936444e-05,1.1007302148529664e-05,0.00010337292452532206,0.0,8.135832022826273e-06,8.135832022826273e-06,1.4835928982800851e-05,0.0,6.700096959974578e-06,7.657253668542375e-06,0.0,4.3550630239834755e-05,2.2493182651343224e-05,1.3400193919949155e-05,8.710126047966951e-05,2.0100290879923735e-05,5.2643618971228826e-06,0.0,8.614410377110172e-06,9.571567085677968e-06,2.775754454846611e-05,0.0,1.3400193919949155e-05,7.178675314258476e-06,3.254332809130509e-05,0.0,7.226533149686867e-05,5.407935403408052e-05,2.105744758849153e-05,1.6750242399936444e-05,1.0528723794245765e-05,5.2643618971228826e-06,0.005192096565626014,0.0002756611320675255,0.014971366657063194,0.0008040116351969494,0.0024129920622994157,0.002940385408720272,0.00010050145439961867,0.00031777602724450854,0.0005422292754036569,8.566552541681782e-05,0.0010165004244990002,2.0100290879923735e-05,0.00014309492793088564,7.178675314258476e-06,7.082959643401697e-05,2.8236122902750008e-05,1.1485880502813562e-05,9.09298873139407e-06,1.6271664045652545e-05,3.2064749737021195e-05,2.201460429705933e-05
0.002635511909357379,0.0004476497554999498,0.0002864958435199679,0.003215582708809872,0.00633872053787929,0.006148833757871869,0.00038518699891856146,0.12488137281479252,0.013501533044255696,0.0006879231591496903,0.0019084454227500187,0.0013945851452737972,0.0002177868112804407,0.00046139156194785523,0.00010118966566184912,7.620456302929378e-05,0.0,0.0,0.0003002376499678733,0.0006017245550673744,0.0016644242537053949,0.005792379626980746,0.46872302389700143,0.08025090040063612,8.82806959683622e-05,0.0003768586313743764,4.78881133790644e-05,0.0004942886137473864,0.0005188572980027326,0.0005317662676962195,0.0004030929891385595,5.5800062546040254e-05,0.0009644249616166361,1.6656735088370227e-05,0.05424890409093578,0.1285254500337507,0.00013658522772463585,0.0003293869363725212,0.0,0.0033417574771042765,0.000420166142604139,0.036075156854392235,0.0004513975208948331,0.0002760853840897365,0.0010073160544691894,0.000630457423094813,1.998808210604427e-05,2.2486592369299806e-05,0.00011576430886417307,1.832240859720725e-05,9.161204298603624e-06,9.827473702138433e-05,0.0,9.161204298603624e-06,1.4158224825114692e-05,1.7489571842788736e-05,0.0,8.328367544185114e-06,1.4574643202323947e-05,8.744785921394368e-06,4.663885824743663e-05,2.9149286404647894e-05,1.6656735088370227e-05,9.95239921530121e-05,2.207017399209055e-05,1.7489571842788736e-05,9.161204298603624e-06,1.249255131627767e-05,4.997020526511067e-06,4.247467447534408e-05,9.57762267581288e-06,8.744785921394368e-06,0.0,2.498510263255534e-05,0.0,8.120158355580484e-05,7.037470574836421e-05,2.0404500483253527e-05,2.123733723767204e-05,2.123733723767204e-05,8.328367544185114e-06,0.006670189566137857,0.0003427123244432174,0.033634945163945995,0.0010227235344259318,0.002989051111608037,0.002327778728599739,9.785831864417508e-05,0.0003651989168125172,0.0006795947916055053,0.00010410459430231391,0.0013013074287789239,8.703144083673443e-05,0.00025234953658880894,1.7073153465579482e-05,8.328367544185113e-05,4.330751122976259e-05,7.911949166975858e-06,2.1653755614881294e-05,1.6656735088370227e-05,2.706719451860162e-05,2.3319429123718315e-05
0.0024053998575559806,0.0004953002712702946,0.00021491130991857873,0.002495783118736691,0.009586651235900714,0.0031963538187329554,0.0002948502831406295,0.07830243363960539,0.013030856041960328,0.0005169922539536651,0.0008074237998810154,0.0005479234144466195,0.0001590745396780508,0.0005917090831963859,0.00015345069231569548,0.00015947624306107618,0.0,0.0,0.00019844147121453814,0.00039487442551394935,0.0014537645431688532,0.0032313020130561635,0.25960924705119587,0.196350203402508,7.873386307297464e-05,0.00026271401249859904,5.342654994237565e-05,0.00024222713996430463,0.0006985621830811373,0.00042982261983715746,0.0005969312271757159,4.6597592430944174e-05,0.0016518043110003659,1.7674948853116755e-05,0.10002414237331983,0.1968378713095008,0.00025628675837019297,0.00027556852075541125,0.0,0.004311884113394438,0.0003494819432320813,0.03873746233528655,0.00048324916977953315,0.0003293967740808123,0.0009604727888136856,0.0016204714471243862,2.2897092832446707e-05,3.7760118004385795e-05,0.0001132803540131574,2.4905609747573612e-05,1.2051101490761425e-05,8.074237998810155e-05,0.0,1.7273245470091375e-05,1.0444287958659901e-05,2.1290279300345185e-05,7.230660894456855e-06,9.64088119260914e-06,1.526472855496447e-05,5.623847362355332e-06,4.458907551581727e-05,3.2939677408081225e-05,2.2093686066395945e-05,6.668276158221321e-05,3.093116049295432e-05,1.1247694724710664e-05,1.8076652236142138e-05,1.928176238521828e-05,8.837474426558378e-06,3.856352477043656e-05,6.828957511431474e-06,4.338396536674113e-05,6.427254128406093e-06,2.1691982683370565e-05,0.0,6.547765143313707e-05,9.721221869214216e-05,2.0888575917319802e-05,3.052945710992894e-05,2.1290279300345185e-05,1.3256211639837567e-05,0.010773684732740714,0.0007218609792966094,0.04829639603775851,0.001850245782214904,0.004282559766433585,0.005735922606219412,0.0002153130133016041,0.0008066203931149647,0.0011279830995352693,0.00023620158921892393,0.0016923763526859295,9.078496456373607e-05,0.00038041310372503563,1.1649398107736043e-05,9.761392207516754e-05,4.338396536674113e-05,2.370049959849747e-05,2.5307313130598992e-05,3.052945710992894e-05,4.5794185664893415e-05,5.181973641027413e-05
0.0018924520588319183,0.0003313336058793889,0.00026383092003308585,0.002501877715556992,0.007821279508656506,0.0012616347058879455,0.0003313336058793889,0.05212158089388768,0.010560367366729733,0.0002752398246831652,0.00026288017797891254,0.00014213593709890568,0.00019157452391591637,0.00045968378319278196,0.0001259733221779599,0.00015924929407402477,0.0,0.0,0.00024766830511214,0.00044875024956978924,0.0016191137182570996,0.004795542921250035,0.3833144769492589,0.1594613095521054,9.9352544661108e-05,0.00022057215656820148,3.755431113984465e-05,0.000117892014717487,0.00043543986081136325,0.00031184339376883656,0.0003793460796151396,4.8963215789924034e-05,0.0011936566490145558,1.235964670425267e-05,0.043770738061056656,0.2555699223243742,0.00012121961190709348,0.00020631102575560225,0.0,0.0033128606877668018,0.0002196214145140282,0.025264543976573715,0.0003251537825272625,0.00022722735094741445,0.0006312927239710594,0.0007078274593320086,1.61626149209458e-05,2.6620777516851903e-05,7.701010638803586e-05,2.471929340850534e-05,1.0933533622992746e-05,8.889438206520188e-05,0.0,6.655194379212976e-06,1.61626149209458e-05,9.982791568819464e-06,5.2290812979530525e-06,6.179823352126335e-06,9.032049514646182e-06,0.0,2.7096148543938546e-05,2.0440954164725567e-05,9.982791568819464e-06,6.797805687338968e-05,2.1867067245985492e-05,1.3310388758425951e-05,0.0,1.0933533622992746e-05,8.55667848755954e-06,1.9490212110552285e-05,0.0,1.1408904650079387e-05,0.0,2.899763265228511e-05,0.0,7.938696152346907e-05,9.317272130898165e-05,2.0440954164725567e-05,1.9014841083465646e-05,9.032049514646182e-06,9.507420541732823e-06,0.005415426740571016,0.0004007377758340385,0.018351698500679782,0.0011190233977619532,0.0017683802207623049,0.006414181268480049,0.00011171219136536067,0.00046728971962616824,0.0007292191555509075,0.00012169498293418013,0.00186250368412546,5.89460073587435e-05,0.00039218109734647893,6.179823352126335e-06,7.605936433386258e-05,4.183265038362442e-05,1.1884275677166028e-05,2.3293180327245414e-05,1.5211872866772516e-05,2.234243827307213e-05,1.9014841083465646e-05
0.00176676483507308,0.000341539004065158,0.0002678127691174126,0.0028757672969075398,0.005134632543559547,0.0013563850694603284,0.0003939468096304228,0.07031439797865759,0.015282649063565783,0.00025759768837164065,0.00030245521686394355,0.00017454464056905995,0.0002438295360621219,0.0005049802959975093,0.0001403463267679973,0.00010037427167584618,0.0,0.0,0.0002922401361181716,0.0004916562776334589,0.001635745321159918,0.005563665934881969,0.4406026364679271,0.05960321961579749,9.060332487554256e-05,0.00025759768837164065,5.41843413471382e-05,0.00015189380935017431,0.0003974998811941696,0.00024027646449837514,0.00031311443155518387,5.640501107447993e-05,0.0005369579400712302,1.0659214691240301e-05,0.02692606457796394,0.28952869838108736,0.00010437147718506129,0.00021362842777027438,0.0,0.003422052049833605,0.00023050551769807152,0.036271086924563406,0.000448131150977561,0.0003135585655006522,0.0009624382598299056,0.0005747093254360396,1.6877089927797144e-05,1.64329559823288e-05,7.505863678415046e-05,1.64329559823288e-05,9.77094680030361e-06,9.815360194850445e-05,0.0,1.0659214691240301e-05,1.2879884418582032e-05,2.1318429382480602e-05,0.0,5.3296073456201506e-06,7.994411018430227e-06,4.885473400151805e-06,2.7980438564505793e-05,2.487150094622737e-05,1.3768152309518722e-05,9.28239946028843e-05,1.732122387326549e-05,8.882678909366919e-06,0.0,7.550277072961881e-06,0.0,1.7765357818733837e-05,0.0,1.1103348636708648e-05,0.0,2.487150094622737e-05,0.0,6.795249365665692e-05,8.2164779911644e-05,2.176256332794895e-05,1.3324018364050377e-05,8.882678909366919e-06,7.550277072961881e-06,0.012709336983522187,0.00031089376182784215,0.0063417886073425115,0.0008460751661171989,0.0012102650014012427,0.005723998289196042,0.00010259494140318791,0.00037396078208434727,0.0006102400410735073,0.00010303907534865626,0.001399466062170758,7.194969916587203e-05,0.00046456410695988983,7.550277072961881e-06,7.461450283868211e-05,4.1748590874024514e-05,7.994411018430227e-06,1.8209491764202183e-05,1.64329559823288e-05,4.707819821964466e-05,2.2206697273417296e-05
